Title,Authors,Journal,Year,PMID
H3K36 dimethylation shapes the epigenetic interaction landscape by directing repressive chromatin modifications in embryonic stem cells,"Chen, H; Hu, B … Pastor, WA; Majewski, J",Genome Research,2022,35396277
Guilty by association: Epstein-Barr virus in multiple sclerosis,"Bar-Or, A; Banwell, B; Berger, JR; Lieberman, PM",Nature Medicine,2022,35538259
Genome-Wide ChIP-seq and RNA-seq Analyses of STAT3 Target Genes in TLRs Activated Human Peripheral Blood B Cells,"Wu, J; Jin, Y; Gong, R; Yang, F; Su, X; Chen, T",Frontiers in Immunology,2022,35345674
Gammaherpesvirus infection drives age-associated B cells toward pathogenicity in EAE and MS,"Mouat, IC; Allanach, JR; Fettig, NM; Fan, V; Girard, AM; Shanina, I; Osborne, LC; Vorobeychik, G; Horwitz, MS",Science Advances,2022,36427301
Family Herpesviridae and neuroinfections: current status and research in progress,"Carneiro, VCdS; Pereira, JG; de Paula, VS",Memórias do Instituto Oswaldo Cruz,2022,36417627
"Falling down the biological rabbit hole: Epstein-Barr virus, biography, and multiple sclerosis","Horwitz, RI; Hayes-Conroy, A; Singer, BH; Cullen, MR; Badal, K; Sim, I",Journal of Clinical Investigation,2022,36047497
Evaluation of IL-1β and IL-6 Expression following EBNA-1 and BRLF-1 Peptide Treatment in Epstein-Barr Virus-Positive Multiple Sclerosis Patients,"Kianfar, R; Ravanshad, M; Ghiass, MA; Rafiee, N; Shayeghpour, A; Maleki, A",Intervirology,2022,35158367
"Epstein-Barr virus, interleukin-10 and multiple sclerosis: A ménage à trois","Schönrich, G; Abdelaziz, MO; Raftery, MJ",Frontiers in Immunology,2022,
Epstein-Barr virus sparks brain autoimmunity in multiple sclerosis,"Wekerle, H",Nature,2022,35169323
Epstein-Barr virus perpetuates B cell germinal center dynamics and generation of autoimmune-associated phenotypes in vitro,"SoRelle, ED; Reinoso-Vizcaino, NM; Horn, GQ; Luftig, MA",Frontiers in Immunology,2022,36248899
Epstein-Barr virus infection: the leading cause of multiple sclerosis,"He, R; Du, Y; Wang, C",Signal Transduction and Targeted Therapy,2022,
"Epstein-Barr virus infection, B‐cell dysfunction and other risk factors converge in gut‐associated lymphoid tissue to drive the immunopathogenesis of multiple sclerosis: a hypothesis","Leffler, J; Trend, S; Hart, PH; French, MA",Clinical & Translational Immunology,2022,
Epstein-Barr virus gH/gL has multiple sites of vulnerability for virus neutralization and fusion inhibition,"Chen, W; Kim, J … Joyce, MG; Cohen, JI",Immunity,2022,
Epstein-Barr virus as a driver of multiple sclerosis,"Sollid, LM",Science Immunology,2022,35363541
Epstein-Barr virus antibody in newly diagnosed multiple sclerosis patients and its association with relapse severity and lesion location,"Olmez, O; Baba, C; Abasiyanik, Z; Ozakbas, S",Multiple Sclerosis and Related Disorders,2022,36096010
Epstein-Barr virus and multiple sclerosis: supporting causality,"Aloisi, F; Salvetti, M",The Lancet Neurology,2022,
Epstein-Barr virus and multiple sclerosis,"Robinson, WH; Steinman, L",Science,2022,36429047
Epstein-Barr Virus-Induced Genes and Endogenous Retroviruses in Immortalized B Cells from Patients with Multiple Sclerosis,"Wieland, L; Schwarz, T; Engel, K; Volkmer, I; Krüger, A; Tarabuko, A; Junghans, J; Kornhuber, ME; Hoffmann, F; Staege, MS; Emmer, A",Cells,2022,36429047
"Epstein-Barr Virus in Burkitt Lymphoma in Africa Reveals a Limited Set of Whole Genome and LMP-1 Sequence Patterns: Analysis of Archival Datasets and Field Samples From Uganda, Tanzania, and Kenya","Liao, H; Liu, H … Lo, S; Mbulaiteye, SM",Frontiers in Oncology,2022,35340265
Epstein-Barr Virus and multiple sclerosis in a Spanish cohort: A two-years longitudinal study,"Domínguez-Mozo, MI; López-Lozano, L; Pérez-Pérez, S; García-Martínez; Torrejón, MJ; Arroyo, R; Álvarez-Lafuente, R",Frontiers in Immunology,2022,36189297
Epstein-Barr Virus and Neurological Diseases,"Zhang, N; Zuo, Y; Jiang, L; Peng, Y; Huang, X; Zuo, L",Frontiers in Molecular Biosciences,2022,35083281
Epstein-Barr Virus and Multiple Sclerosis: New Light on an Old Idea,-,The Neuroscientist,2022,35441540
Epstein-Barr Virus Load Correlates with Multiple Sclerosis-Associated Retrovirus Envelope Expression,"Pérez-Pérez, S; Domínguez-Mozo, MI; García-Martínez, M; Ballester-González, R; Nieto-Gañán, I; Arroyo, R; Alvarez-Lafuente, R",Biomedicines,2022,
Epstein-Barr Virus (EBV) and Multiple Sclerosis Disease: A Biomedical Diagnosis,"Alanazi, A",Computational Intelligence and Neuroscience,2022,36082345
Epigenetic control of the Epstein-Barr lifecycle,"Guo, R; Gewurz, BE",Current Opinion in Virology,2022,34891084
Epidemiology and Pathophysiology of Multiple Sclerosis,"Ward, M; Goldman, MD",Continuum,2022,35938654
Environmental risk factors in multiple sclerosis: bridging Mendelian randomization and observational studies,"Vandebergh, M; Degryse, N; Dubois, B; Goris, A",Journal of Neurology,2022,35366084
Effect of teriflunomide on Epstein-Barr virus shedding in relapsing-remitting multiple sclerosis patients: Outcomes from a real-world pilot cohort study,"Gold, J; Holden, D; Parratt, J; Yiannikas, C; Ahmad, R; Sedhom, M; Giovannoni, G",Multiple Sclerosis and Related Disorders,2022,36544305
Effect of ocrelizumab on leptomeningeal inflammation and humoral response to Epstein-Barr virus in multiple sclerosis. A pilot study,"Zivadinov, R; Jakimovski, D; Ramanathan, M; Benedict, RH; Bergsland, N; Dwyer, MG; Weinstock-Guttman, B",Multiple Sclerosis and Related Disorders,2022,
EBV as the “gluten of MS” hypothesis provides a rationale for trialing antiviral therapies,"Drosu, N; Giovannoni, G; Lechner-Scott, J; Hawkes, C; Yeh, A; Levy, M",Multiple Sclerosis and Related Disorders,2022,
EBV as the ‘gluten of MS’ hypothesis: Bypassing autoimmunity,"Aloisi, F; Veroni, C; Serafini, B",Multiple Sclerosis and Related Disorders,2022,
Dynamics of Inflammatory and Neurodegenerative Biomarkers after Autologous Hematopoietic Stem Cell Transplantation in Multiple Sclerosis,"Ruder, J; Dinner, G; Maceski, A; Berenjeno-Correa, E; Müller, AM; Jelcic, I; Kuhle, J; Martin, R",International Journal of Molecular Sciences,2022,36142860
Correction: Broader Epstein-Barr virus-specific T cell receptor repertoire in patients with multiple sclerosis,"Schneider-Hohendorf, T; Gerdes, LA … Wiendl, H; Schwab, N",Journal of Experimental Medicine,2022,36305889
Contribution of B cells to cortical damage in multiple sclerosis,"Bhargava, P; Hartung, H; Calabresi, PA",Brain,2022,35775595
Conserved and Unique Functions of Blimp1 in Immune Cells,"Nadeau, S; Martins, GA",Frontiers in Immunology,2022,
Comprehensive Investigations Relationship Between Viral Infections and Multiple Sclerosis Pathogenesis,"Sedighi, S; Gholizadeh, O … Poortahmasebi, V; Dadashpour, M",Current Microbiology,2022,36459252
Complex heatmap visualization,"Gu, Z",iMeta,2022,38868715
Comment on “The role of Epstein-Barr virus in multiple sclerosis: from molecular pathophysiology to in vivo imaging”,"Asadollahzade, E; Ghadiri, F; Ebadi, Z; Moghadasi, AN",Revista da Associação Médica Brasileira,2022,36449811
Clonally expanded B cells in multiple sclerosis bind EBV EBNA1 and GlialCAM,"Lanz, TV; Brewer, RC … Steinman, L; Robinson, WH",Nature,2022,35073561
"Circulating Memory B Cells in Early Multiple Sclerosis Exhibit Increased IgA+ Cells, Globally Decreased BAFF-R Expression and an EBV-Related IgM+ Cell Signature","Leffler, J; Trend, S; Ward, NC; Grau, GE; Hawke, S; Byrne, SN; Kermode, AG; French, MA; Hart, PH",Frontiers in Immunology,2022,
Case report: MOG-IgG-associated encephalitis with Epstein-Barr virus infection and Alzheimer's pathologic change in cerebrospinal fluid,"Li, L; Li, C; Yao, D; Hao, Y; Zhao, C; Yan, Q; Liu, J; Liu, S; Zhu, W; Du, Y; Zhang, W",Frontiers in Neurology,2022,36530610
Broader Epstein-Barr virus-specific T cell receptor repertoire in patients with multiple sclerosis,"Schneider-Hohendorf, T; Gerdes, LA … Wiendl, H; Schwab, N",Journal of Experimental Medicine,2022,36048016
Balance between immunoregulatory B cells and plasma cells drives pancreatic tumor immunity,"Mirlekar, B; Wang, Y … Yeh, JJ; Pylayeva-Gupta, Y",Cell Reports Medicine,2022,36099917
BTBBCL6 dimers as building blocks for reversible drug-induced protein oligomerization,"Nitsch, L; Jensen, P; Yoon, H; Koeppel, J; Burman, SSR; Fischer, ES; Scholl, C; Fröhling, S; Słabicki, M",Cell Reports Methods,2022,
"BCL6, a key oncogene, in the placenta, pre-eclampsia and endometriosis","Louwen, F; Kreis, N; Ritter, A; Friemel, A; Solbach, C; Yuan, J",Human Reproduction Update,2022,
B-cell lymphoma 6 alleviates nonalcoholic fatty liver disease in mice through suppression of fatty acid transporter CD36,"Zhang, H; Li, Y … Ye, P; Xia, J",Cell Death & Disease,2022,35436984
Association Between Time Spent Outdoors and Risk of Multiple Sclerosis,"Sebastian, P; Cherbuin, N … Wheeler, J; Peterson, S",Neurology,2022,34880094
Anti-EBNA1 IgG titre is not associated with fatigue in multiple sclerosis patients,"Fleischer, M; Schuh, H; Bickmann, NM; Hagenacker, T; Krüger, K; Skripuletz, T; Fiedler, M; Kleinschnitz, C; Pul, R; Skuljec, J",Neurologia i Neurochirurgia Polska,2022,
"Analysis of herpesvirus infection and genome single nucleotide polymorphism risk factors in multiple sclerosis, Volga federal district, Russia","Lezhnyova, V; Davidyuk, Y; Mullakhmetova, A; Markelova, M; Zakharov, A; Khaiboullina, S; Martynova, E",Frontiers in Immunology,2022,
Altered Immune Response to the Epstein-Barr Virus as a Prerequisite for Multiple Sclerosis,"Läderach, F; Münz, C",Cells,2022,36078165
A role for the Epstein-Barr virus in multiple sclerosis aetiology?,"Hrastelj, J; Robertson, NP",Journal of Neurology,2022,35639199
A common mechanism links Epstein‐Barr virus infections and autoimmune diseases,"Zhang, L",Journal of Medical Virology,2022,
A bivalent Epstein-Barr virus vaccine induces neutralizing antibodies that block infection and confer immunity in humanized mice,"Wei, C; Bu, W; Nguyen, LA; Batchelor, JD; Kim, J; Pittaluga, S; Fuller, JR; Nguyen, H; Chou, T; Cohen, JI; Nabel, GJ",Science Translational Medicine,2022,35507671
A Unique Case of Radiologically Isolated Syndrome Diagnosed During a Follow-up of Cytomegalovirus Meningoencephalitis,"Salimi, Z; Tazi, R; Hazim, A; Bouknani, N; Aasfara, J",Cureus,2022,35308714
Use ggbreak to Effectively Utilize Plotting Space to Deal With Large Datasets and Outliers,"Xu, S; Chen, M; Feng, T; Zhan, L; Zhou, L; Yu, G",Frontiers in Genetics,2021,34795698
The interplay between DNA and histone methylation: molecular mechanisms and disease implications,"Li, Y; Chen, X; Lu, C",EMBO reports,2021,33844406
The cellular immune response against Epstein-Barr virus decreases during ocrelizumab treatment,"Pham, HT; Gupta, R; Lindsey, JW",Multiple Sclerosis and Related Disorders,2021,34624646
The Functions and Mechanisms of PR-DUB in Malignancy,"Cao, L; Li, R; Wu, X",Frontiers in Molecular Biosciences,2021,33796551
The Association of EBV and HHV-6 Viral Load with Different NK and CD8(+) T Cell Subsets in The Acute Phase of Relapsing-Remitting Multiple Sclerosis.,"Salehi, Z; Beheshti, M; Nomanpour, B; Khosravani, P; Naseri, M; Sahraian, M; Izad, M",Cell journal,2021,34939755
T-Cell Response against Varicella Zoster Virus in Patients with Multiple Sclerosis during Relapse and Remission,"Pérez-Saldívar, M; Ordoñez, G; Pineda, B; Sotelo, J; Martínez-Palomo, A; Flores-Rivera, J; Espinosa-Cantellano, M",International Journal of Molecular Sciences,2021,35008726
"Sophisticated Conversations between Chromatin and Chromatin Remodelers, and Dissonances in Cancer","Clapier, CR",International Journal of Molecular Sciences,2021,34070411
Primary Peripheral Epstein-Barr Virus Infection Can Lead to CNS Infection and Neuroinflammation in a Rabbit Model: Implications for Multiple Sclerosis Pathogenesis,"Hassani, A; Reguraman, N; Shehab, S; Khan, G",Frontiers in Immunology,2021,34899715
Multiple Sclerosis and SARS-CoV-2: Has the Interplay Started?,"Bellucci, G; Rinaldi, V; Buscarinu, MC; Reniè, R; Bigi, R; Pellicciari, G; Morena, E; Romano, C; Marrone, A; Mechelli, R; Salvetti, M; Ristori, G",Frontiers in Immunology,2021,34646278
Modification of EBV Associated Lymphomagenesis and Its Immune Control by Co-Infections and Genetics in Humanized Mice,"Schuhmachers, P; Münz, C",Frontiers in Immunology,2021,33833760
Modeling human adaptive immune responses with tonsil organoids,"Wagar, LE; Salahudeen, A … Kuo, CJ; Davis, MM",Nature Medicine,2021,33432170
MicroRNA regulation of B cell receptor signaling,"Borbet, TC; Hines, MJ; Koralov, SB",Immunological Reviews,2021,34523719
"Infections and Multiple Sclerosis: From the World to Sardinia, From Sardinia to the World","Frau, J; Coghe, G; Lorefice, L; Fenu, G; Cocco, E",Frontiers in Immunology,2021,34691035
Impact of Vitamin D Supplementation on Multiple Sclerosis,"Gandhi, F; Jhaveri, S; Avanthika, C; Singh, A; Jain, N; Gulraiz, A; Shah, P; Nasir, F",Cureus,2021,
Immunoglobulins and Transcription Factors in Otitis Media,"Jung, SY; Kim, D; Park, DC; Lee, EH; Choi, Y; Ryu, J; Kim, SH; Yeo, SG",International Journal of Molecular Sciences,2021,33801155
Histone Modifications and Their Targeting in Lymphoid Malignancies,"Fernández-Serrano, M; Winkler, R; Santos, JC; Le Pannérer, M; Buschbeck, M; Roué, G",International Journal of Molecular Sciences,2021,
"Histone H1 Mutations in Lymphoma: A Link(er) between Chromatin Organization, Developmental Reprogramming, and Cancer","Soshnev, AA; Allis, CD; Cesarman, E; Melnick, AM",Cancer Research,2021,34580064
Genome-wide programmable transcriptional memory by CRISPR-based epigenome editing,"Nuñez, JK; Chen, J … Gilbert, LA; Weissman, JS",Cell,2021,33838111
Genetic and immunological contributors to virus-induced paralysis,"Perez Gomez, AA; Karmakar, M; Carroll, RJ; Lawley, KS; Amstalden, K; Young, CR; Threadgill, DW; Welsh, CJ; Brinkmeyer-Langford, C","Brain, Behavior, & Immunity - Health",2021,
Frequent mutations of FBXO11 highlight BCL6 as a therapeutic target in Burkitt lymphoma,"Pighi, C; Cheong, T … Zamò, A; Chiarle, R",Blood Advances,2021,
Follow-up after infectious mononucleosis in search of serological similarities with presymptomatic multiple sclerosis,"Jons, D; Persson Berg, L; Sundström, P; Haghighi, S; Axelsson, M; Thulin, M; Bergström, T; Andersen, O",Multiple Sclerosis and Related Disorders,2021,34634626
Epstein-Barr virus nuclear antigen 2 extensively rewires the human chromatin landscape at autoimmune risk loci,"Hong, T; Parameswaran, S … Kottyan, LC; Weirauch, MT",Genome Research,2021,
Epstein-Barr Virus and the Origin of Myalgic Encephalomyelitis or Chronic Fatigue Syndrome,"Ruiz-Pablos, M; Paiva, B; Montero-Mateo, R; Garcia, N; Zabaleta, A",Frontiers in Immunology,2021,35046929
Epstein Barr Virus: Development of Vaccines and Immune Cell Therapy for EBV-Associated Diseases,"Cui, X; Snapper, CM",Frontiers in Immunology,2021,34691042
Epstein Barr Virus Exploits Genetic Susceptibility to Increase Multiple Sclerosis Risk,"Läderach, F; Münz, C",Microorganisms,2021,34835317
EBV+ high‐grade B cell lymphoma with MYC and BCL2 and/or BCL6 rearrangements: a multi‐institutional study,"Liu, H; Xu‐Monette, ZY … Young, KH; Hu, S",Histopathology,2021,
Diverse functional autoantibodies in patients with COVID-19,"Wang, EY; Mao, T … Iwasaki, A; Ring, AM",Nature,2021,
"Cumulative Roles for Epstein-Barr Virus, Human Endogenous Retroviruses, and Human Herpes Virus-6 in Driving an Inflammatory Cascade Underlying MS Pathogenesis","Meier, U; Cipian, RC; Karimi, A; Ramasamy, R; Middeldorp, JM",Frontiers in Immunology,2021,34790199
Clinical-etiological and MRI parallels of encephalitis in children,"Skripchenko, E; Ivanova, G; Skripchenko, N; Astapova, A; Gorelik, E; Vilnitz, A; Marchenko, N",Zhurnal nevrologii i psikhiatrii im. S.S. Korsakova,2021,
Cell-Free HPV DNA Provides an Accurate and Rapid Diagnosis of HPV-Associated Head and Neck Cancer,"Siravegna, G; O'Boyle, CJ … Richmon, JD; Faden, DL",Clinical Cancer Research,2021,34857594
"Bacterial Infection and Non-Hodgkin B-Cell Lymphoma: Interactions between Pathogen, Host and the Tumor Environment","Biernat, MM; Wróbel, T",International Journal of Molecular Sciences,2021,34298992
Association of Infectious Mononucleosis in Childhood and Adolescence With Risk for a Subsequent Multiple Sclerosis Diagnosis Among Siblings,"Xu, Y; Hiyoshi, A; Smith, KA; Piehl, F; Olsson, T; Fall, K; Montgomery, S",JAMA Network Open,2021,34633426
Anti-Human Herpesvirus 6 A/B Antibodies Titers Correlate With Multiple Sclerosis-Associated Retrovirus Envelope Expression,"Pérez-Pérez, S; Domínguez-Mozo, MI; García-Martínez, M; García-Frontini, MC; Villarrubia, N; Costa-Frossard, L; Villar, LM; Arroyo, R; Álvarez-Lafuente, R",Frontiers in Immunology,2021,34912348
Viral epitope profiling of COVID-19 patients reveals cross-reactivity and correlates of severity,"Shrock, E; Fujimura, E … Rosenthal, A; Wong, C",Science,2020,32994364
The life and death of the germinal center,"Gars, E; Butzmann, A; Ohgami, R; Balakrishna, JP; O'Malley, DP",Annals of Diagnostic Pathology,2020,31751845
The Role of VP16 in the Life Cycle of Alphaherpesviruses,"Fan, D; Wang, M … Pan, L; Chen, X",Frontiers in Microbiology,2020,33013729
Selective Inhibition of HDAC3 Targets Synthetic Vulnerabilities and Activates Immune Surveillance in Lymphoma,"Mondello, P; Tadros, S … Melnick, AM; Green, MR",Cancer Discovery,2020,31915197
Multivalent and Bidirectional Binding of Transcriptional Transactivation Domains to the MED25 Coactivator,"Jeffery, HM; Weinzierl, ROJ",Biomolecules,2020,32825095
It’s a Phase That EBF1 Is Going Through,"Kee, BL",Immunity,2020,33326760
Integrating Peak Colocalization and Motif Enrichment Analysis for the Discovery of Genome-Wide Regulatory Modules and Transcription Factor Recruitment Rules,"Ronzio, M; Zambelli, F; Dolfini, D; Mantovani, R; Pavesi, G",Frontiers in Genetics,2020,
Insights gained from a comprehensive all-against-all transcription factor binding motif benchmarking study,"Ambrosini, G; Vorontsov, I; Penzar, D; Groux, R; Fornes, O; Nikolaeva, DD; Ballester, B; Grau, J; Grosse, I; Makeev, V; Kulakovskiy, I; Bucher, P",Genome Biology,2020,32393327
Inactivation of Fbxw7 Impairs dsRNA Sensing and Confers Resistance to PD-1 Blockade,"Gstalder, C; Liu, D … Van Allen, EM; Haq, R",Cancer Discovery,2020,32371478
General and Target-Specific DExD/H RNA Helicases in Eukaryotic Translation Initiation,"Shen, L; Pelletier, J",International Journal of Molecular Sciences,2020,32575790
Epigenetic reprogramming sensitizes immunologically silent EBV+ lymphomas to virus-directed immunotherapy,"Dalton, T; Doubrovina, E … Cesarman, E; Giulino-Roth, L",Blood,2020,32157281
"During mitosis ZEB1 “switches” from being a chromatin-bound epithelial gene repressor, to become a microtubule-associated protein","Fouani, L; Huang, M; Cole, L; Jansson, P; Kovacevic, Z; Richardson, D",Biochimica et Biophysica Acta (BBA) - Molecular Cell Research,2020,32057919
Current strategies for the design of PROTAC linkers: a critical review,"Troup, RI; Fallan, C; Baud, MGJ",Exploration of Targeted Anti-tumor Therapy,2020,36046485
Achieving In Vivo Target Depletion through the Discovery and Optimization of Benzimidazolone BCL6 Degraders,"Bellenie, BR; Cheung, KJ … Rossanese, OW; Hoelder, S",Journal of Medicinal Chemistry,2020,
Pathogenesis of Human Gammaherpesviruses: Recent Advances,"Weed, DJ; Damania, B",Current Clinical Microbiology Reports,2019,33134035
LncRNA SNHG14/miR-5590-3p/ZEB1 positive feedback loop promoted diffuse large B cell lymphoma progression and immune evasion through regulating PD-1/PD-L1 checkpoint,"Zhao, L; Liu, Y; Zhang, J; Liu, Y; Qi, Q",Cell Death & Disease,2019,31570691
Impact of cancer mutational signatures on transcription factor motifs in the human genome,"Yiu Chan, CW; Gu, Z; Bieg, M; Eils, R; Herrmann, C",BMC Medical Genomics,2019,31109337
Germinal center‐derived lymphomas: The darkest side of humoral immunity,"Mlynarczyk, C; Fontán, L; Melnick, A",Immunological Reviews,2019,
Epstein-Barr-Virus-Induced One-Carbon Metabolism Drives B Cell Transformation,"Wang, LW; Shen, H … Weekes, MP; Gewurz, BE",Cell Metabolism,2019,
Epstein-Barr virus subverts mevalonate and fatty acid pathways to promote infected B-cell proliferation and survival,"Wang, LW; Wang, Z; Ersing, I; Nobre, L; Guo, R; Jiang, S; Trudeau, S; Zhao, B; Weekes, MP; Gewurz, BE",PLOS Pathogens,2019,31518366
Epigenetic Programing of B-Cell Lymphoma by BCL6 and Its Genetic Deregulation,"Yang, H; Green, MR",Frontiers in Cell and Developmental Biology,2019,31788471
EBV Latency III-Transformed B Cells Are Inducers of Conventional and Unconventional Regulatory T Cells in a PD-L1-Dependent Manner,"Auclair, H; Ouk-Martin, C; Roland, L; Santa, P; Al Mohamad, H; Faumont, N; Feuillard, J; Jayat-Vignoles, C",The Journal of Immunology,2019,
"Dangerous liaisons: interplay between SWI/SNF, NuRD, and Polycomb in chromatin regulation and cancer","Bracken, AP; Brien, GL; Verrijzer, CP",Genes & Development,2019,31123059
CRISPR/Cas9 Screens Reveal Multiple Layers of B cell CD40 Regulation,"Jiang, C; Trudeau, SJ … Chiarle, R; Gewurz, BE",Cell Reports,2019,31365872
"BAFF, IL‐4 and IL‐21 separably program germinal center‐like phenotype acquisition, BCL6 expression, proliferation and survival of CD40L‐activated B cells in vitro","Robinson, MJ; Pitt, C; Brodie, EJ; Valk, AM; O'Donnell, K; Nitschke, L; Jones, S; Tarlinton, DM",Immunology & Cell Biology,2019,31276232
B Cell Responses: Cell Interaction Dynamics and Decisions,"Cyster, JG; Allen, CD",Cell,2019,31002794
2C-ChIP: measuring chromatin immunoprecipitation signal from defined genomic regions with deep sequencing,"Wang, XQD; Cameron, CJF; Paquette, D; Segal, D; Warsaba, R; Blanchette, M; Dostie, J",BMC Genomics,2019,30819105
ape 5.0: an environment for modern phylogenetics and evolutionary analyses in R,"Paradis, E; Schliep, K",Bioinformatics,2018,
Transcription Factors Activate Genes through the Phase-Separation Capacity of Their Activation Domains,"Boija, A; Klein, IA … Taatjes, DJ; Young, RA",Cell,2018,30449618
The Human Transcription Factors,"Lambert, SA; Jolma, A; Campitelli, LF; Das, PK; Yin, Y; Albu, M; Chen, X; Taipale, J; Hughes, TR; Weirauch, MT",Cell,2018,31650096
PhIP-Seq characterization of serum antibodies using oligonucleotide-encoded peptidomes,"Mohan, D; Wansley, DL; Sie, BM; Noon, MS; Baer, AN; Laserson, U; Larman, HB",Nature Protocols,2018,30190553
PML nuclear bodies: from architecture to function,"Lallemand-Breitenbach, V; de Thé, H",Current Opinion in Cell Biology,2018,29723661
Natural Variations in BRLF1 Promoter Contribute to the Elevated Reactivation Level of Epstein-Barr Virus in Endemic Areas of Nasopharyngeal Carcinoma,"Zhang, J; Huang, S; Wang, T; Dong, S; He, Y; Zheng, X; Li, X; Wang, F; Jianbing, M; Jia, W",EBioMedicine,2018,30420297
MLL4 Is Required to Maintain Broad H3K4me3 Peaks and Super-Enhancers at Tumor Suppressor Genes,"Dhar, SS; Zhao, D … Chen, K; Lee, MG",Molecular Cell,2018,29861161
Infection of Epstein-Barr Virus in Type III Latency Modulates Biogenesis of Exosomes and the Expression Profile of Exosomal miRNAs in the Burkitt Lymphoma Mutu Cell Lines,"Nanbo, A; Katano, H; Kataoka, M; Hoshina, S; Sekizuka, T; Kuroda, M; Ohba, Y",Cancers,2018,30029522
Identification of host RNAs that interact with EBV noncoding RNA EBER2,"Nanni, AV; Lee, N",RNA Biology,2018,30176159
Epigenetic crossroads of the Epstein-Barr virus B-cell relationship,"Frost, TC; Gewurz, BE",Current Opinion in Virology,2018,30227386
CRISPR/Cas9‐Mediated Genome Editing in Epstein‐Barr Virus‐Transformed Lymphoblastoid B‐Cell Lines,"Jiang, S; Wang, LW; Walsh, MJ; Trudeau, SJ; Gerdt, C; Zhao, B; Gewurz, BE",Current Protocols in Molecular Biology,2018,
CAGE-seq analysis of Epstein-Barr virus lytic gene transcription: 3 kinetic classes from 2 mechanisms,"Djavadian, R; Hayes, M; Johannsen, E",PLOS Pathogens,2018,29864140
A Non-canonical BCOR-PRC1.1 Complex Represses Differentiation Programs in Human ESCs,"Wang, Z; Gearhart, MD … Bardwell, VJ; Ivanova, NB",Cell Stem Cell,2018,29337181
The Multitalented MEDIATOR25,"Kazan, K",Frontiers in Plant Science,2017,28659948
The Expanding Role of the BCL6 Oncoprotein as a Cancer Therapeutic Target,"Cardenas, MG; Oswald, E; Yu, W; Xue, F; MacKerell, AD; Melnick, AM",Clinical Cancer Research,2017,27881582
Second-generation method for analysis of chromatin binding with formaldehyde-cross-linking kinetics,"Zaidi, H; Hoffman, EA; Shetty, SJ; Bekiranov, S; Auble, DT",Journal of Biological Chemistry,2017,28972159
Second-generation method for analysis of chromatin binding using formaldehyde crosslinking kinetics,"Zaidi, H; Hoffman, EA; Shetty, SJ; Bekiranov, S; Auble, DT",-,2017,28972159
Polycomb complexes PRC1 and their function in hematopoiesis,"Vidal, M; Starowicz, K",Experimental Hematology,2017,
Multiple Sclerosis,"Vidal-Jordana, A; Montalban, X",Neuroimaging Clinics of North America,2017,29955526
Massive intracerebral Epstein-Barr virus reactivation in lethal multiple sclerosis relapse after natalizumab withdrawal.,"Serafini, B; Scorsi, E; Rosicarelli, B; Rigau, V; Thouvenot, E; Aloisi, F",Journal of neuroimmunology,2017,28495131
IL4 and IL21 cooperate to induce the high Bcl6 protein level required for germinal center formation,"Chevrier, S; Kratina, T; Emslie, D; Tarlinton, DM; Corcoran, LM",Immunology & Cell Biology,2017,28875978
Chromatin reorganisation in Epstein-Barr virus-infected cells and its role in cancer development,"West, MJ",Current Opinion in Virology,2017,28910751
Chemically Induced Degradation of the Oncogenic Transcription Factor BCL6,"Kerres, N; Steurer, S … Pearson, M; Koegl, M",Cell Reports,2017,28930682
CRISPR/Cas9 Screens Reveal Epstein-Barr Virus-Transformed B Cell Host Dependency Factors,"Ma, Y; Walsh, MJ; Bernhardt, K; Ashbaugh, CW; Trudeau, SJ; Ashbaugh, IY; Jiang, S; Jiang, C; Zhao, B; Root, DE; Doench, JG; Gewurz, BE",Cell Host & Microbe,2017,28494239
Antibodies to the Epstein-Barr virus proteins BFRF3 and BRRF2 cross-react with human proteins,"Lindsey, JW",Journal of Neuroimmunology,2017,
An essential EBV latent antigen 3C binds Bcl6 for targeted degradation and cell proliferation,"Pei, Y; Banerjee, S; Jha, HC; Sun, Z; Robertson, ES",PLOS Pathogens,2017,28738086
The anti-proliferative effects of type I IFN involve STAT6-mediated regulation of SP1 and BCL6,"Hsu, Y; Huang, C; Kung, Y; Lin, H; Chang, C; Lee, K; Wan, L",Cancer Letters,2016,26945968
Multi-tiered Reorganization of the Genome during B Cell Affinity Maturation Anchored by a Germinal Center-Specific Locus Control Region,"Bunting, KL; Soong, TD; Singh, R; Jiang, Y; Béguelin, W; Poloway, DW; Swed, BL; Hatzi, K; Reisacher, W; Teater, M; Elemento, O; Melnick, AM",Immunity,2016,
Inflammation Triggers Zeb1-Dependent Escape from Tumor Latency,"De Cock, JM; Shibue, T; Dongre, A; Keckesova, Z; Reinhardt, F; Weinberg, RA",Cancer Research,2016,27530323
Genome-wide uniformity of human ‘open’ pre-initiation complexes,"Lai, WK; Pugh, BF",Genome Research,2016,27927716
Genome-wide Analysis Identifies Bcl6-Controlled Regulatory Networks during T Follicular Helper Cell Differentiation,"Liu, X; Lu, H … Wei, L; Dong, C",Cell Reports,2016,26876184
Gene sharing between Epstein-Barr virus and human immune response genes,"Dreyfus, DH",Immunologic Research,2016,27421718
